"V1"	"SMGC_103.fa"	"SMGC_121.fa"	"SMGC_122.fa"	"SMGC_123.fa"	"SMGC_134.fa"	"SMGC_143.fa"	"SMGC_147.fa"	"SMGC_159.fa"	"SMGC_170.fa"	"SMGC_182.fa"	"SMGC_184.fa"	"SMGC_19.fa"	"SMGC_20.fa"	"SMGC_200.fa"	"SMGC_203.fa"	"SMGC_204.fa"	"SMGC_209.fa"	"SMGC_212.fa"	"SMGC_213.fa"	"SMGC_218.fa"	"SMGC_219.fa"	"SMGC_221.fa"	"SMGC_226.fa"	"SMGC_23.fa"	"SMGC_239.fa"	"SMGC_24.fa"	"SMGC_241.fa"	"SMGC_244.fa"	"SMGC_256.fa"	"SMGC_258.fa"	"SMGC_262.fa"	"SMGC_265.fa"	"SMGC_271.fa"	"SMGC_275.fa"	"SMGC_28.fa"	"SMGC_286.fa"	"SMGC_297.fa"	"SMGC_299.fa"	"SMGC_301.fa"	"SMGC_302.fa"	"SMGC_303.fa"	"SMGC_304.fa"	"SMGC_305.fa"	"SMGC_314.fa"	"SMGC_316.fa"	"SMGC_324.fa"	"SMGC_326.fa"	"SMGC_329.fa"	"SMGC_33.fa"	"SMGC_336.fa"	"SMGC_337.fa"	"SMGC_338.fa"	"SMGC_340.fa"	"SMGC_343.fa"	"SMGC_345.fa"	"SMGC_35.fa"	"SMGC_357.fa"	"SMGC_36.fa"	"SMGC_362.fa"	"SMGC_37.fa"	"SMGC_375.fa"	"SMGC_38.fa"	"SMGC_383.fa"	"SMGC_384.fa"	"SMGC_385.fa"	"SMGC_390.fa"	"SMGC_392.fa"	"SMGC_395.fa"	"SMGC_416.fa"	"SMGC_418.fa"	"SMGC_434.fa"	"SMGC_436.fa"	"SMGC_45.fa"	"SMGC_464.fa"	"SMGC_469.fa"	"SMGC_473.fa"	"SMGC_481.fa"	"SMGC_485.fa"	"SMGC_490.fa"	"SMGC_506.fa"	"SMGC_507.fa"	"SMGC_51.fa"	"SMGC_512.fa"	"SMGC_515.fa"	"SMGC_523.fa"	"SMGC_528.fa"	"SMGC_53.fa"	"SMGC_531.fa"	"SMGC_538.fa"	"SMGC_539.fa"	"SMGC_540.fa"	"SMGC_541.fa"	"SMGC_544.fa"	"SMGC_545.fa"	"SMGC_55.fa"	"SMGC_56.fa"	"SMGC_573.fa"	"SMGC_590.fa"	"SMGC_601.fa"	"SMGC_611.fa"	"SMGC_617.fa"	"SMGC_619.fa"	"SMGC_62.fa"	"SMGC_66.fa"	"SMGC_7.fa"	"SMGC_70.fa"	"SMGC_75.fa"	"SMGC_76.fa"	"SMGC_77.fa"	"SMGC_79.fa"	"SMGC_84.fa"	"SMGC_85.fa"	"SMGC_88.fa"	"SMGC_90.fa"	"SMGC_92.fa"	"SMGC_94.fa"	"SMGC_96.fa"	"SMGC_97.fa"
"SMGC_490.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.218047	1	1	1	1	1	1	0.216246	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_506.fa"	1	1	1	1	1	1	1	0.251721	1	1	1	1	1	1	1	1	0.244349	1	1	1	1	1	1	1	0.242683	1	1	1	1	0.24945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.245559	0.25012	1	1	1	1	1	1	1	1	1	1	1	1	0.246938	1	1	1	0.246505	1	1	0.250173	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0.249855	1	1	0.248123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_507.fa"	1	1	0.224807	1	1	1	1	0.233464	1	0.226759	1	0.229929	1	1	1	1	1	0.222518	0.227067	1	1	0.237256	1	0.22663	1	1	1	1	0.224379	1	0.233811	1	0.220046	0.224777	1	1	1	1	0.2123	1	1	0.152566	0.226559	0.237015	0.240563	1	0.23654	0.238328	1	1	0.229042	0.224865	1	0.228062	1	0.226467	1	1	0.238839	1	1	0.225018	1	1	1	1	0.231226	0.230712	1	1	1	1	1	1	1	1	1	1	1	1	0	0.227252	1	1	1	1	1	0.222139	1	1	1	1	1	0.242758	1	0.221896	1	1	1	1	0.218861	1	0.240904	0.232545	0.229055	1	0.222383	0.220984	0.222006	0.221072	0.228542	0.225884	0.22394	0.216793	0.224068	1	1	0.236696
"SMGC_51.fa"	1	1	0.226125	1	1	1	1	1	1	0.189155	1	0.232	1	1	1	1	1	0.230203	0.22571	1	1	1	1	0.232844	1	1	1	1	0.215543	1	0.189933	1	0.175107	0.222376	1	1	1	1	0.235574	1	1	0.227138	0.224087	1	0.245408	1	1	1	1	1	0.225666	0.228659	1	0.225365	1	0.22815	1	1	0.231367	1	1	0.225343	1	1	1	1	0.238983	0.20843	1	1	1	1	1	1	1	1	1	1	1	1	0.224815	0	1	1	0.229748	1	1	0.223354	1	1	1	1	1	1	1	0.177805	1	1	1	1	0.23247	0.228422	1	1	0.213776	1	0.177668	0.174936	0.220757	0.202722	0.229948	0.221497	0.22541	0.224221	0.222303	1	1	1
"SMGC_512.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.23615	1	1	1	1	1	1	1	0.203372	1	1	1	1	0.247238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.239818	1	1	1	1	1	1	1	1	1	1	1	1	1	0.246202	1	1	1	0.240578	1	0.240324	0.250487	1	1	1	1	1	1	1	1	1	1	1	1	0.249174	1	1	0	1	1	0.240772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_515.fa"	1	1	1	1	1	1	0.070647	1	1	1	1	1	1	0.086352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.075012	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.148939	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0.0793510000000001	1	1	0.0849259999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_523.fa"	1	1	1	1	1	1	1	1	1	0.228734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.229978	1	1	1	0.224559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.234915	1	1	1	1	1	1	1	1	1	1	1	1	1	0.228324	1	1	0	1	1	0.243514	1	1	1	1	1	1	1	0.226357	1	1	1	1	1	1	1	1	0.231453	1	0.225288	0.225117	0.240834	0.231676	1	0.240997	0.245125	1	0.242503	1	1	1
"SMGC_528.fa"	1	1	1	1	1	1	1	0.248422	1	1	1	1	1	1	1	1	0.23968	1	1	1	1	1	1	1	0.236453	1	1	1	1	0.197533	1	1	1	1	1	1	0.195414	1	1	1	1	1	1	0.250055	0.25054	0.24009	1	1	1	1	1	1	1	1	1	1	1	1	1	0.195302	1	1	1	0.235614	1	0.235469	0.252908	1	1	1	1	1	1	1	1	1	1	1	1	0.246958	1	1	0.242086	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.249654	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_53.fa"	1	1	1	1	0.210465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_531.fa"	1	1	0.21397	1	1	1	1	0.235919	1	0.220709	0.239732	0.228754	1	1	1	1	1	0.212716	0.214385	1	1	0.236107	1	0.234462	1	1	1	1	0.226228	1	0.222153	1	0.213534	0.167187	1	1	1	1	0.231544	1	1	0.228562	0.209981	0.24271	0.239405	1	0.240894	0.243754	1	1	0.217789	0.229665	1	0.215716	1	0.171204	1	1	0.17785	1	1	0.215196	1	1	1	1	0.243887	0.231672	1	1	1	1	1	1	0.241974	1	1	1	1	1	0.222488	0.222587	1	1	1	1	1	0	1	1	1	1	1	1	1	0.216078	1	1	0.188587	1	0.232779	1	0.242794	0.242192	0.225103	1	0.215772	0.216556	0.162408	0.219982	0.215186	0.168083	0.20512	0.207474	0.207934	1	1	0.235947
"SMGC_538.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_539.fa"	1	1	1	1	1	1	1	0.233418	1	1	1	1	1	1	1	1	1	1	1	1	1	0.233041	1	1	1	0.227463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.240948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.220285	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0.220528	1	1	1	1	1	1	0.234701	1	1	1	1	1	1	1	1	1	1	1	1	0.234289	0.231091
"SMGC_540.fa"	1	1	1	1	1	1	0.208408	1	1	1	1	1	1	0.216273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.216673	1	1	1	1	1	1	1	1	1	1	1	1	0.223994	1	1	1	1	1	1	1	1	1	1	0.220015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.215942	1	1	0.216152	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_541.fa"	1	0.22292	1	1	1	1	0.069935	1	1	1	1	1	1	0.072963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0711109999999999	1	1	1	1	1	1	1	1	1	1	1	1	0.22457	1	1	1	1	1	1	1	1	1	1	0.138456	1	1	1	1	1	1	1	1	1	0.0854980000000001	1	1	1	1	1	1	0.221549	0	1	1	0.073557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_544.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.00000000002876e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_545.fa"	1	1	1	1	1	0.238483	1	0.232813	1	0.243291	0.236125	0.237525	1	1	1	1	1	1	1	1	1	0.231647	0.237732	1	1	1	1	1	0.237565	1	1	1	0.241524	1	1	1	1	0.216251	1	0.233449	0.229941	1	1	0.233544	0.231695	1	0.235855	0.227461	0.241833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.236176	1	1	1	1	1	1	1	0.233121	1	0.243337	1	1	1	0.243081	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0.227997	1	1	1	1	0.240328	0.232075	0.238777	1	1	0.242427	1	0.24387	1	1	1	1	1	0.238054	0.234245	0.232085
"SMGC_55.fa"	1	0.210882	1	1	1	1	0.07585	1	1	1	1	1	1	0.0754649999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.074348	1	1	1	1	1	1	1	1	1	1	1	1	0.220155	1	1	1	1	1	1	1	1	1	1	0.145614	1	1	1	1	1	1	1	1	1	0.0903480000000001	1	1	1	1	1	1	0.218881	0.078114	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_56.fa"	1	1	0.222072	1	1	1	1	0.227028	1	0.147355	0.23565	0.217953	1	1	1	1	1	0.223295	0.222464	1	1	0.227999	1	0.230231	1	1	1	1	0.200501	1	0.080398	1	0.0646840000000001	0.222144	1	1	1	0.234985	0.230225	1	0.237571	0.223554	0.222139	0.232944	0.235459	1	0.234116	0.23863	1	1	0.222887	0.225288	1	0.220262	1	0.226598	1	1	0.234299	1	1	0.222434	1	1	1	1	0.236576	0.210931	1	1	1	1	1	1	0.234321	1	1	1	1	1	0.220951	0.175868	1	1	0.227494	1	1	0.217936	1	1	1	1	1	0.237689	1	0	1	1	1	1	0.230477	0.217715	0.237445	0.231989	0.206915	1	0.050497	0.0773699999999999	0.216952	0.186277	0.222222	0.215852	0.215055	0.222822	0.216488	1	0.237589	0.230281
"SMGC_573.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.216356	1	1	1	1	1	1	1	1	1	1	0.220365	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_590.fa"	1	1	1	1	1	1	1	0.229276	1	1	0.234289	0.242752	1	1	1	1	1	1	1	1	1	0.233835	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.223102	1	1	1	1	1	0.233734	0.23273	1	0.229206	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.236721	1	1	1	1	1	1	1	0.237023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.226781	1	1	1	0	1	1	1	1	1	0.233929	1	1	1	1	1	1	1	1	1	1	1	1	0.236788	0.23172
"SMGC_601.fa"	1	1	0.235007	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.228774	0.235597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0487050000000001	1	1	1	1	1	1	1	1	0.232201	1	1	1	1	1	1	1	1	1	1	0.229772	1	0.0727549999999999	1	1	0.182159	1	1	0.226143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.189123	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0.174789	1	0.229586	0.0599	0.218951	0.217404	0.22775	1	1	1
"SMGC_611.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_617.fa"	1	1	0.225407	1	1	1	1	1	1	0.230965	1	0.23638	1	1	1	1	1	0.229874	0.22869	1	1	1	1	0.230345	1	1	1	1	0.230128	1	1	1	0.228834	0.232673	1	1	1	1	0.191774	1	1	0.223525	0.226794	1	1	1	1	1	1	1	0.227669	0.228118	1	0.231302	1	0.240117	1	1	1	1	1	0.227577	1	1	1	1	0.239723	0.237986	1	1	1	1	1	1	1	1	1	1	1	1	0.217519	0.234987	1	1	1	1	1	0.231734	1	1	1	1	1	1	1	0.232628	1	1	1	1	0	1	1	1	0.231233	1	0.227128	0.228117	0.226582	0.228606	0.223031	0.224586	0.221929	0.222541	0.222799	1	1	0.236461
"SMGC_619.fa"	1	1	1	1	1	1	1	1	1	0.213978	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.219605	1	1	1	0.210391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.218151	1	1	1	1	1	1	1	1	1	1	1	1	1	0.21445	1	1	1	1	1	0	1	1	0.200546	1	0.212146	0.209226	1	0.217919	1	1	1	1	1	1	1	1
"SMGC_62.fa"	1	1	1	1	1	1	1	0.23934	1	0.234506	0.244443	0.239281	1	1	1	1	1	1	1	1	1	0.24081	1	1	1	1	1	1	0.238387	1	1	1	0.238106	1	1	1	1	0.240131	1	0.236513	0.242679	1	1	0.243417	0.243853	1	0.242995	0.240299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.223233	1	1	1	1	1	1	1	0.242751	1	1	1	1	1	0.235712	1	1	1	1	1	1	0.242976	1	1	1	1	1	0.241766	1	0.235965	1	1	1	1	1	1	0	0.238798	0.241242	1	0.239536	0.236501	1	0.24024	1	1	1	1	1	1	0.243881	0.237585
"SMGC_66.fa"	1	1	1	1	1	1	1	0.212537	1	0.2332	0.231542	0.236745	1	1	1	1	0.250689	1	1	1	1	0.211869	0.237455	1	1	1	1	1	0.23795	1	1	1	0.230911	1	1	1	1	0.229451	1	0.226237	0.231836	1	1	0.220476	0.226137	1	0.224683	0.228151	0.237875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.239477	1	1	1	1	1	1	1	0.220728	1	0.238933	1	1	1	0.23567	1	1	1	1	1	1	0.240703	1	0.232547	1	1	1	0.227541	1	0.235252	1	0.234043	1	1	1	1	0.238024	0	0.240305	1	0.233669	0.232937	0.240494	0.231154	1	1	1	1	1	1	0.210272	0.204088
"SMGC_7.fa"	1	1	0.225766	1	1	1	1	0.235924	1	0.210903	1	0.22496	1	1	1	1	1	0.225621	0.228544	1	1	0.237815	1	0.230208	1	1	1	1	0.210583	1	0.212587	1	0.205253	0.226627	1	1	1	0.238014	0.231952	1	1	0.228903	0.22416	0.23865	0.236526	1	0.241748	0.240293	1	1	0.228101	0.231459	1	0.229201	1	0.228978	1	1	0.233572	1	1	0.227309	1	1	1	1	0.236114	0.222338	1	1	1	1	1	1	1	1	1	1	1	1	0.228467	0.212386	1	1	0.231578	1	1	0.223502	1	1	1	1	1	0.239057	1	0.20715	1	1	1	1	0.233277	0.204073	0.241551	0.238596	0	1	0.20584	0.206545	0.220588	0.206984	0.227017	0.221656	0.222939	0.223766	0.225337	1	1	0.237106
"SMGC_70.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_75.fa"	1	1	0.219048	1	1	1	1	0.227659	1	0.147784	0.236303	0.21995	1	1	1	1	1	0.224724	0.221372	1	1	0.229717	1	0.233061	1	1	1	1	0.197644	1	0.074678	1	0.070503	0.222929	1	1	1	0.234352	0.226015	1	0.239665	0.223546	0.222248	0.232341	0.238841	1	0.232312	0.240256	1	1	0.225533	0.222297	1	0.223093	1	0.22849	1	1	0.233324	1	1	0.221424	1	1	1	1	0.238669	0.211142	1	1	1	1	1	1	0.235078	1	1	1	1	1	0.220816	0.177232	1	1	0.226934	1	1	0.21689	1	1	1	1	1	0.241256	1	0.051336	1	1	1	1	0.227895	0.214101	0.24083	0.233591	0.205558	1	0	0.0736570000000001	0.216208	0.18482	0.222948	0.21594	0.217888	0.217516	0.216349	1	0.239248	0.23261
"SMGC_76.fa"	1	1	0.221172	1	1	1	1	0.229743	1	0.144201	0.236905	0.218459	1	1	1	1	1	0.224891	0.220717	1	1	0.230162	1	0.230494	1	1	1	1	0.195418	1	0.091544	1	0.0657420000000001	0.221093	1	1	1	0.234086	0.226971	0.238334	0.241286	0.22424	0.221195	0.231923	0.234716	1	0.235379	0.240263	1	1	0.224103	0.225275	1	0.226128	1	0.225561	1	1	0.232677	1	1	0.222174	1	1	1	1	0.238492	0.207652	1	1	1	1	1	1	0.233574	1	1	1	1	1	0.220162	0.176007	1	1	0.22816	1	1	0.215062	1	1	1	1	1	0.242314	1	0.078805	1	1	1	1	0.226533	0.217301	0.238914	0.231325	0.204269	1	0.0755929999999999	0	0.212536	0.184497	0.21924	0.217417	0.216616	0.218771	0.218199	1	0.233791	0.235754
"SMGC_77.fa"	1	1	0.20273	1	1	1	1	0.237992	1	0.220779	0.239715	0.228122	1	1	1	1	1	0.206673	0.207596	1	1	0.233713	1	0.229106	1	1	1	1	0.222046	1	0.227269	1	0.216921	0.154687	1	1	1	1	0.226227	1	1	0.216949	0.202541	0.241356	1	1	1	1	1	1	0.208537	0.210916	1	0.204143	1	0.159902	1	1	0.0618179999999999	1	1	0.199724	1	1	1	1	0.241827	0.228712	1	1	1	1	1	1	0.240542	1	1	1	1	1	0.219567	0.22004	1	1	0.240532	1	1	0.163461	1	1	1	1	1	1	1	0.218237	1	1	0.178873	1	0.226951	1	1	0.236585	0.216963	1	0.214581	0.215259	0	0.212069	0.206123	0.156026	0.197406	0.196047	0.199493	1	1	0.235583
"SMGC_79.fa"	1	1	0.21776	1	1	1	1	0.233179	1	0.194573	0.238748	0.222952	1	1	1	1	1	0.222331	0.222291	1	1	0.229253	1	0.228852	1	1	1	1	0.201069	1	0.19524	1	0.185239	0.216003	1	1	1	0.23264	0.231395	0.237225	0.24202	0.225927	0.220011	0.237511	0.237471	1	0.236938	0.241212	1	1	0.226009	0.221989	1	0.220834	1	0.224187	1	1	0.229691	1	1	0.220297	1	1	1	1	0.239005	0.205903	1	1	1	1	1	1	0.236947	1	0.244574	1	1	1	0.219678	0.203072	1	1	0.22969	1	1	0.21972	1	1	1	1	1	0.244336	1	0.190119	1	1	1	1	0.226236	0.224208	0.240666	0.233147	0.207325	1	0.186864	0.183617	0.211183	0	0.220323	0.213682	0.209641	0.213932	0.212687	1	0.23536	0.233726
"SMGC_84.fa"	1	1	0.189785	1	1	1	1	1	1	0.22624	1	0.234284	1	1	1	1	1	0.056443	0.062898	1	1	1	1	0.234031	1	1	1	1	0.22703	1	1	1	0.221947	0.213978	1	1	1	1	0.225754	1	1	0.22421	0.185907	1	1	1	1	1	1	1	0.188309	0.229943	1	0.190929	1	0.219779	1	1	0.223766	1	1	0.190987	1	1	1	1	1	0.227333	1	1	1	1	1	1	1	1	1	1	1	1	0.224422	0.230448	1	1	1	1	1	0.215468	1	1	1	1	1	1	1	0.224714	1	1	0.232055	1	0.224477	1	1	1	0.223237	1	0.221461	0.221528	0.205409	0.220834	0	0.208314	0.207072	0.183982	0.184263	1	1	1
"SMGC_85.fa"	1	1	0.206224	1	1	1	1	0.240664	1	0.226163	1	0.229293	1	1	1	1	1	0.209341	0.211607	1	1	1	1	0.225966	1	1	1	1	0.223482	1	0.233406	1	0.218598	0.0587770000000001	1	1	1	1	0.228817	1	1	0.22257	0.207051	1	0.244455	1	1	1	1	1	0.213118	0.217517	1	0.206157	1	0.068001	1	1	0.172758	1	1	0.207482	1	1	1	1	0.243097	0.226506	1	1	1	1	1	1	1	1	1	1	1	1	0.2256	0.220252	1	1	0.240812	1	1	0.168495	1	1	1	1	1	1	1	0.22179	1	1	0.0692400000000001	1	0.22481	1	1	1	0.22343	1	0.218906	0.218326	0.155574	0.220411	0.209355	0	0.198154	0.202297	0.20148	1	1	0.236802
"SMGC_88.fa"	1	1	0.201742	1	1	1	1	1	1	0.222425	1	0.230345	1	1	1	1	1	0.208221	0.20897	1	1	1	1	0.219281	1	1	1	1	0.226252	1	1	1	0.216575	0.202756	1	1	1	1	0.221887	1	1	0.220574	0.2059	1	1	1	1	1	1	1	0.207581	0.214422	1	0.203647	1	0.208208	1	1	0.217186	1	1	0.195922	1	1	1	1	0.242634	0.228176	1	1	1	1	1	1	1	1	1	1	1	1	0.223589	0.22365	1	1	1	1	1	0.206401	1	1	1	1	1	1	1	0.216116	1	1	0.220066	1	0.222583	1	1	1	0.224064	1	0.215447	0.215358	0.197733	0.213313	0.20645	0.198359	0	0.196875	0.202	1	1	1
"SMGC_90.fa"	1	1	0.102953	1	1	1	1	1	1	0.22593	1	0.231899	1	1	1	1	1	0.18219	0.184709	1	1	1	1	0.230919	1	1	1	1	0.224531	1	1	1	0.218484	0.204674	1	1	1	1	0.223407	1	1	0.223938	0.059347	1	1	1	1	1	1	1	0.113717	0.220353	1	0.105902	1	0.213133	1	1	0.218933	1	1	0.102784	1	1	1	1	1	0.224927	1	1	1	1	1	1	1	1	1	1	1	1	0.213854	0.223844	1	1	1	1	1	0.206626	1	1	1	1	1	1	1	0.22142	1	1	0.217912	1	0.228295	1	1	1	0.224012	1	0.218928	0.219045	0.196304	0.214626	0.185409	0.202676	0.196794	0	0.0506789999999999	1	1	0.244056
"SMGC_92.fa"	1	1	0.103366	1	1	1	1	1	1	0.223799	1	0.230103	1	1	1	1	1	0.184387	0.185649	1	1	1	1	0.231772	1	1	1	1	0.224072	1	1	1	0.219628	0.204249	1	1	1	1	0.2258	1	1	0.216278	0.059457	1	1	1	1	1	1	1	0.114617	0.21807	1	0.11217	1	0.210783	1	1	0.219772	1	1	0.105113	1	1	1	1	1	0.225867	1	1	1	1	1	1	1	1	1	1	1	1	0.223707	0.222622	1	1	1	1	1	0.207367	1	1	1	1	1	1	1	0.219643	1	1	0.231678	1	0.227639	1	1	1	0.223952	1	0.213889	0.214827	0.199206	0.215171	0.185166	0.202525	0.200762	0.0507909999999999	0	1	1	0.245706
"SMGC_94.fa"	1	1	1	1	1	1	1	0.232384	1	1	1	0.238278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.231529	0.234011	1	0.230177	0.23779	0.127584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.238212	1	1	1	1	1	1	1	1	1	0.237232	1	1	1	1	1	1	1	1	1	1	1	0	1	0.232159
"SMGC_96.fa"	1	1	1	1	1	1	1	0.213139	1	0.238209	0.234326	0.237475	1	1	1	1	1	1	1	1	1	0.212826	1	1	1	1	1	1	0.238044	1	1	1	0.233494	1	1	1	1	0.231006	1	0.231374	0.231121	1	1	0.227918	0.228695	1	0.225459	0.232105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.239738	1	1	1	1	1	1	1	0.220888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.230897	1	1	1	0.232466	1	0.237768	1	0.235952	1	1	1	1	0.243337	0.210159	0.242398	1	0.238594	0.235341	1	0.232006	1	1	1	1	1	1	0	0.155217
